X,CH1,
-2.91203e+00,3.20e-03,
-2.91166e+00,2.40e-03,
-2.91129e+00,2.40e-03,
-2.91093e+00,-1.60e-03,
-2.91056e+00,2.40e-03,
-2.91020e+00,8.00e-04,
-2.90983e+00,-8.00e-04,
-2.90946e+00,-4.80e-03,
-2.90910e+00,4.00e-03,
-2.90873e+00,-8.00e-04,
-2.90836e+00,-1.60e-03,
-2.90800e+00,8.00e-04,
-2.90763e+00,1.60e-03,
-2.90727e+00,8.00e-04,
-2.90690e+00,1.60e-03,
-2.90653e+00,-8.00e-04,
-2.90617e+00,8.00e-04,
-2.90580e+00,2.40e-03,
-2.90543e+00,-8.00e-04,
-2.90507e+00,4.00e-03,
-2.90470e+00,8.00e-04,
-2.90434e+00,-1.60e-03,
-2.90397e+00,2.40e-03,
-2.90360e+00,-8.00e-04,
-2.90324e+00,8.00e-04,
-2.90287e+00,-1.60e-03,
-2.90250e+00,7.20e-03,
-2.90214e+00,1.60e-03,
-2.90177e+00,8.00e-04,
-2.90141e+00,1.60e-03,
-2.90104e+00,3.20e-03,
-2.90067e+00,-8.00e-04,
-2.90031e+00,2.40e-03,
-2.89994e+00,2.40e-03,
-2.89958e+00,2.40e-03,
-2.89921e+00,4.00e-03,
-2.89884e+00,2.40e-03,
-2.89848e+00,8.00e-04,
-2.89811e+00,8.00e-04,
-2.89774e+00,3.20e-03,
-2.89738e+00,-1.60e-03,
-2.89701e+00,-8.00e-04,
-2.89665e+00,4.00e-03,
-2.89628e+00,2.40e-03,
-2.89591e+00,-1.60e-03,
-2.89555e+00,8.00e-04,
-2.89518e+00,-4.00e-03,
-2.89481e+00,2.40e-03,
-2.89445e+00,8.00e-04,
-2.89408e+00,-8.00e-04,
-2.89372e+00,2.40e-03,
-2.89335e+00,4.00e-03,
-2.89298e+00,8.00e-04,
-2.89262e+00,-3.20e-03,
-2.89225e+00,8.00e-04,
-2.89188e+00,2.40e-03,
-2.89152e+00,8.00e-04,
-2.89115e+00,4.00e-03,
-2.89079e+00,8.00e-04,
-2.89042e+00,8.00e-04,
-2.89005e+00,8.00e-04,
-2.88969e+00,2.40e-03,
-2.88932e+00,-3.20e-03,
-2.88896e+00,3.20e-03,
-2.88859e+00,1.60e-03,
-2.88822e+00,4.80e-03,
-2.88786e+00,8.00e-04,
-2.88749e+00,8.00e-04,
-2.88712e+00,1.60e-03,
-2.88676e+00,2.40e-03,
-2.88639e+00,1.60e-03,
-2.88603e+00,8.00e-04,
-2.88566e+00,4.00e-03,
-2.88529e+00,-1.60e-03,
-2.88493e+00,-8.00e-04,
-2.88456e+00,8.00e-04,
-2.88419e+00,2.40e-03,
-2.88383e+00,-1.60e-03,
-2.88346e+00,3.20e-03,
-2.88310e+00,2.40e-03,
-2.88273e+00,-8.00e-04,
-2.88236e+00,2.40e-03,
-2.88200e+00,-1.60e-03,
-2.88163e+00,4.00e-03,
-2.88126e+00,3.20e-03,
-2.88090e+00,2.40e-03,
-2.88053e+00,8.00e-04,
-2.88017e+00,4.00e-03,
-2.87980e+00,1.04e-02,
-2.87943e+00,8.00e-04,
-2.87907e+00,3.20e-03,
-2.87870e+00,8.00e-04,
-2.87833e+00,4.80e-03,
-2.87797e+00,3.20e-03,
-2.87760e+00,2.40e-03,
-2.87724e+00,2.40e-03,
-2.87687e+00,8.00e-04,
-2.87650e+00,1.60e-03,
-2.87614e+00,3.20e-03,
-2.87577e+00,-1.60e-03,
-2.87541e+00,-8.00e-04,
-2.87504e+00,5.60e-03,
-2.87467e+00,4.00e-03,
-2.87431e+00,4.00e-03,
-2.87394e+00,4.00e-03,
-2.87357e+00,-1.60e-03,
-2.87321e+00,8.00e-04,
-2.87284e+00,4.80e-03,
-2.87248e+00,3.20e-03,
-2.87211e+00,-1.60e-03,
-2.87174e+00,4.80e-03,
-2.87138e+00,2.40e-03,
-2.87101e+00,4.80e-03,
-2.87064e+00,-4.80e-03,
-2.87028e+00,6.40e-03,
-2.86991e+00,1.60e-03,
-2.86955e+00,-4.80e-03,
-2.86918e+00,4.00e-03,
-2.86881e+00,7.20e-03,
-2.86845e+00,8.00e-04,
-2.86808e+00,5.60e-03,
-2.86771e+00,2.40e-03,
-2.86735e+00,8.00e-04,
-2.86698e+00,2.40e-03,
-2.86662e+00,4.00e-03,
-2.86625e+00,6.40e-03,
-2.86588e+00,2.40e-03,
-2.86552e+00,4.00e-03,
-2.86515e+00,-8.00e-04,
-2.86479e+00,3.20e-03,
-2.86442e+00,4.00e-03,
-2.86405e+00,6.40e-03,
-2.86369e+00,2.40e-03,
-2.86332e+00,-1.60e-03,
-2.86295e+00,2.40e-03,
-2.86259e+00,4.00e-03,
-2.86222e+00,4.80e-03,
-2.86186e+00,-8.00e-04,
-2.86149e+00,1.60e-03,
-2.86112e+00,-1.60e-03,
-2.86076e+00,2.40e-03,
-2.86039e+00,7.20e-03,
-2.86002e+00,1.60e-03,
-2.85966e+00,8.00e-04,
-2.85929e+00,8.00e-04,
-2.85893e+00,2.40e-03,
-2.85856e+00,5.60e-03,
-2.85819e+00,4.00e-03,
-2.85783e+00,8.00e-04,
-2.85746e+00,-1.60e-03,
-2.85709e+00,2.40e-03,
-2.85673e+00,2.40e-03,
-2.85636e+00,6.40e-03,
-2.85600e+00,8.00e-04,
-2.85563e+00,2.40e-03,
-2.85526e+00,4.00e-03,
-2.85490e+00,-8.00e-04,
-2.85453e+00,8.00e-04,
-2.85417e+00,4.00e-03,
-2.85380e+00,3.20e-03,
-2.85343e+00,1.60e-03,
-2.85307e+00,8.00e-04,
-2.85270e+00,4.00e-03,
-2.85233e+00,4.00e-03,
-2.85197e+00,1.60e-03,
-2.85160e+00,3.20e-03,
-2.85124e+00,8.80e-03,
-2.85087e+00,2.40e-03,
-2.85050e+00,4.80e-03,
-2.85014e+00,4.00e-03,
-2.84977e+00,3.20e-03,
-2.84940e+00,8.00e-04,
-2.84904e+00,1.60e-03,
-2.84867e+00,1.60e-03,
-2.84831e+00,8.00e-04,
-2.84794e+00,4.00e-03,
-2.84757e+00,4.00e-03,
-2.84721e+00,-1.60e-03,
-2.84684e+00,-2.40e-03,
-2.84647e+00,2.40e-03,
-2.84611e+00,2.40e-03,
-2.84574e+00,8.00e-04,
-2.84538e+00,2.40e-03,
-2.84501e+00,3.20e-03,
-2.84464e+00,1.60e-03,
-2.84428e+00,3.20e-03,
-2.84391e+00,4.00e-03,
-2.84354e+00,1.60e-03,
-2.84318e+00,-8.00e-04,
-2.84281e+00,-1.60e-03,
-2.84245e+00,7.20e-03,
-2.84208e+00,2.40e-03,
-2.84171e+00,-8.00e-04,
-2.84135e+00,-8.00e-04,
-2.84098e+00,1.60e-03,
-2.84062e+00,2.40e-03,
-2.84025e+00,-8.00e-04,
-2.83988e+00,2.40e-03,
-2.83952e+00,1.60e-03,
-2.83915e+00,-1.60e-03,
-2.83878e+00,6.40e-03,
-2.83842e+00,-2.40e-03,
-2.83805e+00,8.00e-04,
-2.83769e+00,-1.60e-03,
-2.83732e+00,3.20e-03,
-2.83695e+00,-8.00e-04,
-2.83659e+00,8.00e-04,
-2.83622e+00,1.60e-03,
-2.83585e+00,8.00e-04,
-2.83549e+00,3.20e-03,
-2.83512e+00,8.00e-04,
-2.83476e+00,8.00e-04,
-2.83439e+00,8.00e-04,
-2.83402e+00,2.40e-03,
-2.83366e+00,2.40e-03,
-2.83329e+00,6.40e-03,
-2.83292e+00,-8.00e-04,
-2.83256e+00,8.00e-04,
-2.83219e+00,2.40e-03,
-2.83183e+00,4.00e-03,
-2.83146e+00,5.60e-03,
-2.83109e+00,3.20e-03,
-2.83073e+00,-8.00e-04,
-2.83036e+00,1.60e-03,
-2.83000e+00,2.40e-03,
-2.82963e+00,1.60e-03,
-2.82926e+00,-5.60e-03,
-2.82890e+00,-8.00e-04,
-2.82853e+00,3.20e-03,
-2.82816e+00,2.40e-03,
-2.82780e+00,-8.00e-04,
-2.82743e+00,-8.00e-04,
-2.82707e+00,3.20e-03,
-2.82670e+00,-1.60e-03,
-2.82633e+00,-1.60e-03,
-2.82597e+00,2.40e-03,
-2.82560e+00,8.00e-04,
-2.82523e+00,-8.00e-04,
-2.82487e+00,2.40e-03,
-2.82450e+00,2.40e-03,
-2.82414e+00,8.00e-04,
-2.82377e+00,-8.00e-04,
-2.82340e+00,3.20e-03,
-2.82304e+00,3.20e-03,
-2.82267e+00,3.20e-03,
-2.82230e+00,8.00e-04,
-2.82194e+00,8.00e-04,
-2.82157e+00,1.60e-03,
-2.82121e+00,2.40e-03,
-2.82084e+00,-8.00e-04,
-2.82047e+00,3.20e-03,
-2.82011e+00,1.60e-03,
-2.81974e+00,8.00e-04,
-2.81938e+00,2.40e-03,
-2.81901e+00,8.00e-04,
-2.81864e+00,2.40e-03,
-2.81828e+00,3.20e-03,
-2.81791e+00,-8.00e-04,
-2.81754e+00,2.40e-03,
-2.81718e+00,8.00e-04,
-2.81681e+00,8.00e-04,
-2.81645e+00,-1.60e-03,
-2.81608e+00,-1.60e-03,
-2.81571e+00,2.40e-03,
-2.81535e+00,1.60e-03,
-2.81498e+00,-2.40e-03,
-2.81461e+00,3.20e-03,
-2.81425e+00,8.00e-04,
-2.81388e+00,8.00e-04,
-2.81352e+00,-8.00e-04,
-2.81315e+00,1.60e-03,
-2.81278e+00,8.00e-04,
-2.81242e+00,4.00e-03,
-2.81205e+00,8.00e-04,
-2.81168e+00,-2.40e-03,
-2.81132e+00,1.60e-03,
-2.81095e+00,8.00e-04,
-2.81059e+00,1.60e-03,
-2.81022e+00,-4.80e-03,
-2.80985e+00,-8.00e-04,
-2.80949e+00,2.40e-03,
-2.80912e+00,3.20e-03,
-2.80875e+00,8.00e-04,
-2.80839e+00,2.40e-03,
-2.80802e+00,8.00e-04,
-2.80766e+00,-8.00e-04,
-2.80729e+00,8.00e-04,
-2.80692e+00,2.40e-03,
-2.80656e+00,-8.00e-04,
-2.80619e+00,3.20e-03,
-2.80583e+00,-1.60e-03,
-2.80546e+00,8.80e-03,
-2.80509e+00,8.00e-04,
-2.80473e+00,-8.00e-04,
-2.80436e+00,2.40e-03,
-2.80399e+00,-8.00e-04,
-2.80363e+00,2.40e-03,
-2.80326e+00,2.40e-03,
-2.80290e+00,8.00e-04,
-2.80253e+00,8.00e-04,
-2.80216e+00,2.40e-03,
-2.80180e+00,-8.00e-04,
-2.80143e+00,1.12e-02,
-2.80106e+00,-8.00e-04,
-2.80070e+00,8.00e-04,
-2.80033e+00,8.00e-04,
-2.79997e+00,8.00e-04,
-2.79960e+00,8.00e-04,
-2.79923e+00,-8.00e-04,
-2.79887e+00,-3.20e-03,
-2.79850e+00,-8.00e-04,
-2.79813e+00,3.20e-03,
-2.79777e+00,8.00e-04,
-2.79740e+00,1.60e-03,
-2.79704e+00,-1.60e-03,
-2.79667e+00,2.40e-03,
-2.79630e+00,-8.00e-04,
-2.79594e+00,8.00e-04,
-2.79557e+00,1.60e-03,
-2.79521e+00,8.00e-04,
-2.79484e+00,8.00e-04,
-2.79447e+00,1.60e-03,
-2.79411e+00,-1.60e-03,
-2.79374e+00,8.00e-04,
-2.79337e+00,8.00e-04,
-2.79301e+00,1.60e-03,
-2.79264e+00,2.40e-03,
-2.79228e+00,-8.00e-04,
-2.79191e+00,8.00e-04,
-2.79154e+00,-1.60e-03,
-2.79118e+00,8.00e-04,
-2.79081e+00,-2.40e-03,
-2.79044e+00,8.00e-04,
-2.79008e+00,8.00e-04,
-2.78971e+00,-8.00e-04,
-2.78935e+00,1.60e-03,
-2.78898e+00,-8.00e-04,
-2.78861e+00,4.00e-03,
-2.78825e+00,1.60e-03,
-2.78788e+00,2.40e-03,
-2.78751e+00,1.60e-03,
-2.78715e+00,2.40e-03,
-2.78678e+00,8.00e-04,
-2.78642e+00,2.40e-03,
-2.78605e+00,-3.20e-03,
-2.78568e+00,8.00e-04,
-2.78532e+00,3.20e-03,
-2.78495e+00,1.60e-03,
-2.78458e+00,1.60e-03,
-2.78422e+00,2.40e-03,
-2.78385e+00,8.00e-04,
-2.78349e+00,-8.00e-04,
-2.78312e+00,8.00e-04,
-2.78275e+00,8.00e-04,
-2.78239e+00,-3.20e-03,
-2.78202e+00,8.00e-04,
-2.78166e+00,8.00e-04,
-2.78129e+00,1.60e-03,
-2.78092e+00,8.00e-04,
-2.78056e+00,8.00e-04,
-2.78019e+00,-1.60e-03,
-2.77982e+00,8.00e-04,
-2.77946e+00,3.20e-03,
-2.77909e+00,8.00e-04,
-2.77873e+00,-1.60e-03,
-2.77836e+00,1.60e-03,
-2.77799e+00,1.60e-03,
-2.77763e+00,1.60e-03,
-2.77726e+00,8.00e-04,
-2.77689e+00,1.60e-03,
-2.77653e+00,2.40e-03,
-2.77616e+00,2.40e-03,
-2.77580e+00,3.20e-03,
-2.77543e+00,8.00e-04,
-2.77506e+00,3.20e-03,
-2.77470e+00,8.00e-04,
-2.77433e+00,-8.00e-04,
-2.77396e+00,-8.00e-04,
-2.77360e+00,4.00e-03,
-2.77323e+00,8.00e-04,
-2.77287e+00,4.00e-03,
-2.77250e+00,1.60e-03,
-2.77213e+00,3.20e-03,
-2.77177e+00,8.00e-04,
-2.77140e+00,1.60e-03,
-2.77104e+00,8.00e-04,
-2.77067e+00,4.00e-03,
-2.77030e+00,8.00e-04,
-2.76994e+00,2.40e-03,
-2.76957e+00,8.00e-04,
-2.76920e+00,3.20e-03,
-2.76884e+00,4.80e-03,
-2.76847e+00,2.40e-03,
-2.76811e+00,2.40e-03,
-2.76774e+00,2.40e-03,
-2.76737e+00,3.20e-03,
-2.76701e+00,2.40e-03,
-2.76664e+00,3.20e-03,
-2.76627e+00,-8.00e-04,
-2.76591e+00,5.60e-03,
-2.76554e+00,4.00e-03,
-2.76518e+00,8.00e-04,
-2.76481e+00,4.00e-03,
-2.76444e+00,3.20e-03,
-2.76408e+00,4.00e-03,
-2.76371e+00,2.40e-03,
-2.76334e+00,-8.00e-04,
-2.76298e+00,2.40e-03,
-2.76261e+00,-8.00e-04,
-2.76225e+00,4.00e-03,
-2.76188e+00,4.00e-03,
-2.76151e+00,-8.00e-04,
-2.76115e+00,-4.00e-03,
-2.76078e+00,4.00e-03,
-2.76042e+00,2.40e-03,
-2.76005e+00,8.00e-04,
-2.75968e+00,-3.20e-03,
-2.75932e+00,-6.40e-03,
-2.75895e+00,2.40e-03,
-2.75858e+00,8.00e-04,
-2.75822e+00,4.00e-03,
-2.75785e+00,-8.00e-04,
-2.75749e+00,3.20e-03,
-2.75712e+00,2.40e-03,
-2.75675e+00,2.40e-03,
-2.75639e+00,8.00e-04,
-2.75602e+00,5.60e-03,
-2.75565e+00,8.80e-03,
-2.75529e+00,4.80e-03,
-2.75492e+00,8.80e-03,
-2.75456e+00,2.40e-03,
-2.75419e+00,8.00e-04,
-2.75382e+00,2.40e-03,
-2.75346e+00,4.00e-03,
-2.75309e+00,3.20e-03,
-2.75272e+00,4.00e-03,
-2.75236e+00,1.60e-03,
-2.75199e+00,1.60e-03,
-2.75163e+00,2.40e-03,
-2.75126e+00,4.00e-03,
-2.75089e+00,2.40e-03,
-2.75053e+00,4.00e-03,
-2.75016e+00,-8.00e-04,
-2.74979e+00,4.00e-03,
-2.74943e+00,3.20e-03,
-2.74906e+00,2.40e-03,
-2.74870e+00,-1.60e-03,
-2.74833e+00,4.00e-03,
-2.74796e+00,1.60e-03,
-2.74760e+00,3.20e-03,
-2.74723e+00,8.00e-04,
-2.74687e+00,4.00e-03,
-2.74650e+00,2.40e-03,
-2.74613e+00,3.20e-03,
-2.74577e+00,2.40e-03,
-2.74540e+00,8.00e-04,
-2.74503e+00,4.00e-03,
-2.74467e+00,2.40e-03,
-2.74430e+00,3.20e-03,
-2.74394e+00,3.20e-03,
-2.74357e+00,2.40e-03,
-2.74320e+00,8.00e-04,
-2.74284e+00,2.40e-03,
-2.74247e+00,2.40e-03,
-2.74210e+00,2.40e-03,
-2.74174e+00,1.60e-03,
-2.74137e+00,-8.00e-04,
-2.74101e+00,5.60e-03,
-2.74064e+00,1.60e-03,
-2.74027e+00,2.40e-03,
-2.73991e+00,8.00e-04,
-2.73954e+00,1.60e-03,
-2.73917e+00,4.80e-03,
-2.73881e+00,4.80e-03,
-2.73844e+00,5.60e-03,
-2.73808e+00,8.00e-04,
-2.73771e+00,-4.00e-03,
-2.73734e+00,4.80e-03,
-2.73698e+00,-8.00e-04,
-2.73661e+00,4.00e-03,
-2.73625e+00,3.20e-03,
-2.73588e+00,-3.20e-03,
-2.73551e+00,4.00e-03,
-2.73515e+00,2.40e-03,
-2.73478e+00,4.80e-03,
-2.73441e+00,2.40e-03,
-2.73405e+00,4.00e-03,
-2.73368e+00,4.80e-03,
-2.73332e+00,5.60e-03,
-2.73295e+00,3.20e-03,
-2.73258e+00,8.00e-04,
-2.73222e+00,4.00e-03,
-2.73185e+00,2.40e-03,
-2.73148e+00,3.20e-03,
-2.73112e+00,5.60e-03,
-2.73075e+00,4.80e-03,
-2.73039e+00,3.20e-03,
-2.73002e+00,4.80e-03,
-2.72965e+00,1.28e-02,
-2.72929e+00,-8.00e-04,
-2.72892e+00,4.00e-03,
-2.72855e+00,-2.40e-03,
-2.72819e+00,4.00e-03,
-2.72782e+00,8.00e-04,
-2.72746e+00,3.20e-03,
-2.72709e+00,2.40e-03,
-2.72672e+00,2.40e-03,
-2.72636e+00,8.00e-04,
-2.72599e+00,-8.00e-04,
-2.72563e+00,8.00e-04,
-2.72526e+00,8.00e-04,
-2.72489e+00,1.60e-03,
-2.72453e+00,2.40e-03,
-2.72416e+00,2.40e-03,
-2.72379e+00,3.20e-03,
-2.72343e+00,2.40e-03,
-2.72306e+00,2.40e-03,
-2.72270e+00,4.00e-03,
-2.72233e+00,3.20e-03,
-2.72196e+00,2.40e-03,
-2.72160e+00,4.00e-03,
-2.72123e+00,2.40e-03,
-2.72086e+00,4.00e-03,
-2.72050e+00,-2.40e-03,
-2.72013e+00,2.40e-03,
-2.71977e+00,2.40e-03,
-2.71940e+00,-8.00e-04,
-2.71903e+00,3.20e-03,
-2.71867e+00,1.60e-03,
-2.71830e+00,8.00e-04,
-2.71793e+00,4.00e-03,
-2.71757e+00,1.60e-03,
-2.71720e+00,4.00e-03,
-2.71684e+00,8.00e-04,
-2.71647e+00,4.00e-03,
-2.71610e+00,8.00e-04,
-2.71574e+00,3.20e-03,
-2.71537e+00,8.00e-04,
-2.71500e+00,2.40e-03,
-2.71464e+00,4.00e-03,
-2.71427e+00,3.20e-03,
-2.71391e+00,2.40e-03,
-2.71354e+00,1.60e-03,
-2.71317e+00,3.20e-03,
-2.71281e+00,4.00e-03,
-2.71244e+00,2.40e-03,
-2.71208e+00,3.20e-03,
-2.71171e+00,1.60e-03,
-2.71134e+00,8.00e-04,
-2.71098e+00,1.60e-03,
-2.71061e+00,4.00e-03,
-2.71024e+00,1.60e-03,
-2.70988e+00,-8.00e-04,
-2.70951e+00,8.00e-04,
-2.70915e+00,8.00e-04,
-2.70878e+00,3.20e-03,
-2.70841e+00,3.20e-03,
-2.70805e+00,2.40e-03,
-2.70768e+00,-1.60e-03,
-2.70731e+00,8.00e-04,
-2.70695e+00,4.00e-03,
-2.70658e+00,2.40e-03,
-2.70622e+00,2.40e-03,
-2.70585e+00,4.80e-03,
-2.70548e+00,8.00e-04,
-2.70512e+00,4.00e-03,
-2.70475e+00,2.40e-03,
-2.70438e+00,8.00e-04,
-2.70402e+00,6.40e-03,
-2.70365e+00,2.40e-03,
-2.70329e+00,-1.60e-03,
-2.70292e+00,5.60e-03,
-2.70255e+00,4.00e-03,
-2.70219e+00,3.20e-03,
-2.70182e+00,2.40e-03,
-2.70146e+00,8.00e-04,
-2.70109e+00,8.00e-04,
-2.70072e+00,2.40e-03,
-2.70036e+00,2.40e-03,
-2.69999e+00,4.00e-03,
-2.69962e+00,2.40e-03,
-2.69926e+00,2.40e-03,
-2.69889e+00,8.00e-04,
-2.69853e+00,2.40e-03,
-2.69816e+00,2.40e-03,
-2.69779e+00,-8.00e-04,
-2.69743e+00,1.60e-03,
-2.69706e+00,4.00e-03,
-2.69669e+00,8.00e-04,
-2.69633e+00,4.00e-03,
-2.69596e+00,1.60e-03,
-2.69560e+00,-1.60e-03,
-2.69523e+00,2.40e-03,
-2.69486e+00,-1.60e-03,
-2.69450e+00,-1.60e-03,
-2.69413e+00,2.40e-03,
-2.69376e+00,1.60e-03,
-2.69340e+00,2.40e-03,
-2.69303e+00,8.00e-04,
-2.69267e+00,-3.20e-03,
-2.69230e+00,-8.00e-04,
-2.69193e+00,8.00e-04,
-2.69157e+00,-8.00e-04,
-2.69120e+00,3.20e-03,
-2.69083e+00,-3.20e-03,
-2.69047e+00,-8.00e-04,
-2.69010e+00,8.00e-04,
-2.68974e+00,8.00e-04,
-2.68937e+00,-1.60e-03,
-2.68900e+00,-4.80e-03,
-2.68864e+00,2.40e-03,
-2.68827e+00,3.20e-03,
-2.68791e+00,-5.60e-03,
-2.68754e+00,5.60e-03,
-2.68717e+00,-6.40e-03,
-2.68681e+00,6.40e-03,
-2.68644e+00,1.60e-03,
-2.68607e+00,-8.00e-04,
-2.68571e+00,5.60e-03,
-2.68534e+00,-4.80e-03,
-2.68498e+00,5.60e-03,
-2.68461e+00,-6.40e-03,
-2.68424e+00,4.00e-03,
-2.68388e+00,4.00e-03,
-2.68351e+00,3.20e-03,
-2.68314e+00,3.20e-03,
-2.68278e+00,-4.80e-03,
-2.68241e+00,6.40e-03,
-2.68205e+00,-4.00e-03,
-2.68168e+00,4.00e-03,
-2.68131e+00,8.00e-04,
-2.68095e+00,-8.00e-04,
-2.68058e+00,6.40e-03,
-2.68021e+00,-4.80e-03,
-2.67985e+00,5.60e-03,
-2.67948e+00,-4.80e-03,
-2.67912e+00,-1.60e-03,
-2.67875e+00,8.00e-04,
-2.67838e+00,2.40e-03,
-2.67802e+00,2.40e-03,
-2.67765e+00,-1.60e-03,
-2.67729e+00,1.60e-03,
-2.67692e+00,-1.60e-03,
-2.67655e+00,8.00e-04,
-2.67619e+00,1.60e-03,
-2.67582e+00,-8.00e-04,
-2.67545e+00,1.60e-03,
-2.67509e+00,2.40e-03,
-2.67472e+00,3.20e-03,
-2.67436e+00,-1.60e-03,
-2.67399e+00,-4.00e-03,
-2.67362e+00,-8.00e-04,
-2.67326e+00,-2.40e-03,
-2.67289e+00,-8.00e-04,
-2.67252e+00,3.20e-03,
-2.67216e+00,8.00e-04,
-2.67179e+00,-1.60e-03,
-2.67143e+00,-8.00e-04,
-2.67106e+00,1.60e-03,
-2.67069e+00,-8.00e-04,
-2.67033e+00,-8.00e-04,
-2.66996e+00,8.00e-04,
-2.66959e+00,8.00e-04,
-2.66923e+00,3.20e-03,
-2.66886e+00,2.40e-03,
-2.66850e+00,8.00e-04,
-2.66813e+00,3.20e-03,
-2.66776e+00,1.60e-03,
-2.66740e+00,1.60e-03,
-2.66703e+00,-1.60e-03,
-2.66667e+00,3.20e-03,
-2.66630e+00,3.20e-03,
-2.66593e+00,8.00e-04,
-2.66557e+00,-1.60e-03,
-2.66520e+00,2.40e-03,
-2.66483e+00,-1.60e-03,
-2.66447e+00,2.40e-03,
-2.66410e+00,-1.60e-03,
-2.66374e+00,-4.00e-03,
-2.66337e+00,-1.60e-03,
