X,CH1,
-1.62280e-03,1.20e-02,
-1.62260e-03,1.28e-02,
-1.62240e-03,1.04e-02,
-1.62220e-03,1.20e-02,
-1.62200e-03,1.04e-02,
-1.62180e-03,1.12e-02,
-1.62160e-03,1.12e-02,
-1.62140e-03,1.12e-02,
-1.62120e-03,1.12e-02,
-1.62100e-03,9.60e-03,
-1.62080e-03,1.04e-02,
-1.62060e-03,1.28e-02,
-1.62040e-03,1.12e-02,
-1.62020e-03,8.80e-03,
-1.62000e-03,1.20e-02,
-1.61980e-03,1.12e-02,
-1.61960e-03,2.00e-02,
-1.61940e-03,1.04e-02,
-1.61920e-03,9.60e-03,
-1.61900e-03,1.20e-02,
-1.61880e-03,9.60e-03,
-1.61860e-03,1.20e-02,
-1.61840e-03,1.12e-02,
-1.61820e-03,1.20e-02,
-1.61800e-03,1.20e-02,
-1.61780e-03,1.12e-02,
-1.61760e-03,1.36e-02,
-1.61740e-03,1.28e-02,
-1.61720e-03,1.20e-02,
-1.61700e-03,1.12e-02,
-1.61680e-03,1.04e-02,
-1.61660e-03,1.20e-02,
-1.61640e-03,1.20e-02,
-1.61620e-03,1.12e-02,
-1.61600e-03,1.20e-02,
-1.61580e-03,2.00e-02,
-1.61560e-03,8.80e-03,
-1.61540e-03,4.00e-03,
-1.61520e-03,1.84e-02,
-1.61500e-03,9.60e-03,
-1.61480e-03,1.28e-02,
-1.61460e-03,9.60e-03,
-1.61440e-03,8.80e-03,
-1.61420e-03,8.80e-03,
-1.61400e-03,1.28e-02,
-1.61380e-03,1.28e-02,
-1.61360e-03,1.28e-02,
-1.61340e-03,9.60e-03,
-1.61320e-03,9.60e-03,
-1.61300e-03,1.12e-02,
-1.61280e-03,1.04e-02,
-1.61260e-03,8.80e-03,
-1.61240e-03,9.60e-03,
-1.61220e-03,1.12e-02,
-1.61200e-03,9.60e-03,
-1.61180e-03,9.60e-03,
-1.61160e-03,1.12e-02,
-1.61140e-03,9.60e-03,
-1.61120e-03,1.12e-02,
-1.61100e-03,1.12e-02,
-1.61080e-03,9.60e-03,
-1.61060e-03,9.60e-03,
-1.61040e-03,9.60e-03,
-1.61020e-03,9.60e-03,
-1.61000e-03,1.12e-02,
-1.60980e-03,9.60e-03,
-1.60960e-03,8.80e-03,
-1.60940e-03,9.60e-03,
-1.60920e-03,9.60e-03,
-1.60900e-03,9.60e-03,
-1.60880e-03,8.80e-03,
-1.60860e-03,8.80e-03,
-1.60840e-03,9.60e-03,
-1.60820e-03,8.80e-03,
-1.60800e-03,9.60e-03,
-1.60780e-03,8.80e-03,
-1.60760e-03,1.04e-02,
-1.60740e-03,1.04e-02,
-1.60720e-03,9.60e-03,
-1.60700e-03,1.12e-02,
-1.60680e-03,9.60e-03,
-1.60660e-03,1.12e-02,
-1.60640e-03,8.80e-03,
-1.60620e-03,9.60e-03,
-1.60600e-03,1.04e-02,
-1.60580e-03,8.80e-03,
-1.60560e-03,8.80e-03,
-1.60540e-03,9.60e-03,
-1.60520e-03,9.60e-03,
-1.60500e-03,9.60e-03,
-1.60480e-03,9.60e-03,
-1.60460e-03,8.80e-03,
-1.60440e-03,9.60e-03,
-1.60420e-03,9.60e-03,
-1.60400e-03,8.80e-03,
-1.60380e-03,1.04e-02,
-1.60360e-03,8.00e-03,
-1.60340e-03,9.60e-03,
-1.60320e-03,9.60e-03,
-1.60300e-03,9.60e-03,
-1.60280e-03,9.60e-03,
-1.60260e-03,9.60e-03,
-1.60240e-03,8.80e-03,
-1.60220e-03,8.80e-03,
-1.60200e-03,7.20e-03,
-1.60180e-03,7.20e-03,
-1.60160e-03,8.00e-03,
-1.60140e-03,8.80e-03,
-1.60120e-03,1.12e-02,
-1.60100e-03,9.60e-03,
-1.60080e-03,5.60e-03,
-1.60060e-03,1.52e-02,
-1.60040e-03,1.60e-02,
-1.60020e-03,1.04e-02,
-1.60000e-03,9.60e-03,
-1.59980e-03,1.12e-02,
-1.59960e-03,6.40e-03,
-1.59940e-03,1.28e-02,
-1.59920e-03,1.04e-02,
-1.59900e-03,7.20e-03,
-1.59880e-03,7.20e-03,
-1.59860e-03,8.80e-03,
-1.59840e-03,9.60e-03,
-1.59820e-03,9.60e-03,
-1.59800e-03,9.60e-03,
-1.59780e-03,8.00e-03,
-1.59760e-03,8.80e-03,
-1.59740e-03,8.00e-03,
-1.59720e-03,9.60e-03,
-1.59700e-03,8.80e-03,
-1.59680e-03,8.80e-03,
-1.59660e-03,7.20e-03,
-1.59640e-03,7.20e-03,
-1.59620e-03,8.80e-03,
-1.59600e-03,8.80e-03,
-1.59580e-03,8.80e-03,
-1.59560e-03,8.00e-03,
-1.59540e-03,1.92e-02,
-1.59520e-03,1.04e-02,
-1.59500e-03,1.36e-02,
-1.59480e-03,1.44e-02,
-1.59460e-03,1.28e-02,
-1.59440e-03,1.28e-02,
-1.59420e-03,9.60e-03,
-1.59400e-03,5.60e-03,
-1.59380e-03,4.80e-03,
-1.59360e-03,8.00e-03,
-1.59340e-03,6.40e-03,
-1.59320e-03,3.20e-03,
-1.59300e-03,2.40e-03,
-1.59280e-03,5.60e-03,
-1.59260e-03,5.60e-03,
-1.59240e-03,5.60e-03,
-1.59220e-03,5.60e-03,
-1.59200e-03,7.20e-03,
-1.59180e-03,8.00e-03,
-1.59160e-03,1.04e-02,
-1.59140e-03,1.12e-02,
-1.59120e-03,1.20e-02,
-1.59100e-03,1.20e-02,
-1.59080e-03,1.20e-02,
-1.59060e-03,1.12e-02,
-1.59040e-03,9.60e-03,
-1.59020e-03,8.80e-03,
-1.59000e-03,6.40e-03,
-1.58980e-03,5.60e-03,
-1.58960e-03,4.00e-03,
-1.58940e-03,4.00e-03,
-1.58920e-03,5.60e-03,
-1.58900e-03,5.60e-03,
-1.58880e-03,7.20e-03,
-1.58860e-03,6.40e-03,
-1.58840e-03,6.40e-03,
-1.58820e-03,6.40e-03,
-1.58800e-03,7.20e-03,
-1.58780e-03,7.20e-03,
-1.58760e-03,6.40e-03,
-1.58740e-03,6.40e-03,
-1.58720e-03,5.60e-03,
-1.58700e-03,6.40e-03,
-1.58680e-03,6.40e-03,
-1.58660e-03,7.20e-03,
-1.58640e-03,6.40e-03,
-1.58620e-03,7.20e-03,
-1.58600e-03,5.60e-03,
-1.58580e-03,6.40e-03,
-1.58560e-03,6.40e-03,
-1.58540e-03,5.60e-03,
-1.58520e-03,6.40e-03,
-1.58500e-03,6.40e-03,
-1.58480e-03,6.40e-03,
-1.58460e-03,5.60e-03,
-1.58440e-03,7.20e-03,
-1.58420e-03,7.20e-03,
-1.58400e-03,8.80e-03,
-1.58380e-03,8.00e-03,
-1.58360e-03,7.20e-03,
-1.58340e-03,8.80e-03,
-1.58320e-03,8.00e-03,
-1.58300e-03,7.20e-03,
-1.58280e-03,6.40e-03,
-1.58260e-03,7.20e-03,
-1.58240e-03,5.60e-03,
-1.58220e-03,5.60e-03,
-1.58200e-03,4.00e-03,
-1.58180e-03,5.60e-03,
-1.58160e-03,4.00e-03,
-1.58140e-03,4.00e-03,
-1.58120e-03,4.00e-03,
-1.58100e-03,4.00e-03,
-1.58080e-03,4.80e-03,
-1.58060e-03,4.00e-03,
-1.58040e-03,5.60e-03,
-1.58020e-03,6.40e-03,
-1.58000e-03,4.80e-03,
-1.57980e-03,4.00e-03,
-1.57960e-03,3.20e-03,
-1.57940e-03,3.20e-03,
-1.57920e-03,4.00e-03,
-1.57900e-03,5.60e-03,
-1.57880e-03,5.60e-03,
-1.57860e-03,4.00e-03,
-1.57840e-03,4.80e-03,
-1.57820e-03,4.00e-03,
-1.57800e-03,4.00e-03,
-1.57780e-03,4.00e-03,
-1.57760e-03,4.00e-03,
-1.57740e-03,3.20e-03,
-1.57720e-03,2.40e-03,
-1.57700e-03,2.40e-03,
-1.57680e-03,3.20e-03,
-1.57660e-03,2.40e-03,
-1.57640e-03,3.20e-03,
-1.57620e-03,4.00e-03,
-1.57600e-03,3.20e-03,
-1.57580e-03,4.00e-03,
-1.57560e-03,3.20e-03,
-1.57540e-03,4.80e-03,
-1.57520e-03,3.20e-03,
-1.57500e-03,3.20e-03,
-1.57480e-03,2.40e-03,
-1.57460e-03,2.40e-03,
-1.57440e-03,3.20e-03,
-1.57420e-03,3.20e-03,
-1.57400e-03,8.00e-04,
-1.57380e-03,7.20e-03,
-1.57360e-03,7.20e-03,
-1.57340e-03,8.00e-04,
-1.57320e-03,3.20e-03,
-1.57300e-03,1.60e-03,
-1.57280e-03,3.20e-03,
-1.57260e-03,2.40e-03,
-1.57240e-03,3.20e-03,
-1.57220e-03,1.60e-03,
-1.57200e-03,1.60e-03,
-1.57180e-03,8.00e-04,
-1.57160e-03,2.40e-03,
-1.57140e-03,3.20e-03,
-1.57120e-03,2.40e-03,
-1.57100e-03,3.20e-03,
-1.57080e-03,2.40e-03,
-1.57060e-03,8.00e-04,
-1.57040e-03,8.00e-04,
-1.57020e-03,2.40e-03,
-1.57000e-03,1.36e-02,
-1.56980e-03,6.40e-03,
-1.56960e-03,-7.20e-03,
-1.56940e-03,1.04e-02,
-1.56920e-03,8.00e-04,
-1.56900e-03,3.20e-03,
-1.56880e-03,8.00e-04,
-1.56860e-03,8.00e-04,
-1.56840e-03,1.60e-03,
-1.56820e-03,2.40e-03,
-1.56800e-03,4.00e-03,
-1.56780e-03,2.40e-03,
-1.56760e-03,2.40e-03,
-1.56740e-03,2.40e-03,
-1.56720e-03,4.00e-03,
-1.56700e-03,8.00e-04,
-1.56680e-03,1.60e-03,
-1.56660e-03,2.40e-03,
-1.56640e-03,8.00e-04,
-1.56620e-03,2.40e-03,
-1.56600e-03,8.00e-04,
-1.56580e-03,1.60e-03,
-1.56560e-03,8.00e-04,
-1.56540e-03,1.60e-03,
-1.56520e-03,8.00e-04,
-1.56500e-03,-8.00e-04,
-1.56480e-03,-8.00e-04,
-1.56460e-03,-1.60e-03,
-1.56440e-03,8.00e-04,
-1.56420e-03,8.00e-04,
-1.56400e-03,8.00e-04,
-1.56380e-03,8.00e-04,
-1.56360e-03,-8.00e-04,
-1.56340e-03,-1.60e-03,
-1.56320e-03,-8.00e-04,
-1.56300e-03,8.00e-04,
-1.56280e-03,-8.00e-04,
-1.56260e-03,-2.40e-03,
-1.56240e-03,8.00e-04,
-1.56220e-03,-8.00e-04,
-1.56200e-03,8.00e-04,
-1.56180e-03,1.60e-03,
-1.56160e-03,8.00e-04,
-1.56140e-03,-8.00e-04,
-1.56120e-03,8.00e-04,
-1.56100e-03,-8.00e-04,
-1.56080e-03,-8.00e-04,
-1.56060e-03,-8.00e-04,
-1.56040e-03,-8.00e-04,
-1.56020e-03,-8.00e-04,
-1.56000e-03,-1.60e-03,
-1.55980e-03,-1.60e-03,
-1.55960e-03,-8.00e-04,
-1.55940e-03,-8.00e-04,
-1.55920e-03,-3.20e-03,
-1.55900e-03,-1.60e-03,
-1.55880e-03,-1.60e-03,
-1.55860e-03,-1.60e-03,
-1.55840e-03,-2.40e-03,
-1.55820e-03,-4.00e-03,
-1.55800e-03,-3.20e-03,
-1.55780e-03,-3.20e-03,
-1.55760e-03,-4.80e-03,
-1.55740e-03,-3.20e-03,
-1.55720e-03,-2.40e-03,
-1.55700e-03,-3.20e-03,
-1.55680e-03,-3.20e-03,
-1.55660e-03,-2.40e-03,
-1.55640e-03,-1.60e-03,
-1.55620e-03,-3.20e-03,
-1.55600e-03,-3.20e-03,
-1.55580e-03,-2.40e-03,
-1.55560e-03,-3.20e-03,
-1.55540e-03,-1.60e-03,
-1.55520e-03,-1.60e-03,
-1.55500e-03,-2.40e-03,
-1.55480e-03,-4.00e-03,
-1.55460e-03,-3.20e-03,
-1.55440e-03,-4.00e-03,
-1.55420e-03,-2.40e-03,
-1.55400e-03,-1.60e-03,
-1.55380e-03,-2.40e-03,
-1.55360e-03,-3.20e-03,
-1.55340e-03,-3.20e-03,
-1.55320e-03,-2.40e-03,
-1.55300e-03,-3.20e-03,
-1.55280e-03,-8.80e-03,
-1.55260e-03,-1.60e-03,
-1.55240e-03,-6.40e-03,
-1.55220e-03,-6.40e-03,
-1.55200e-03,-4.80e-03,
-1.55180e-03,-3.20e-03,
-1.55160e-03,-2.40e-03,
-1.55140e-03,-4.00e-03,
-1.55120e-03,-3.20e-03,
-1.55100e-03,-4.80e-03,
-1.55080e-03,-4.80e-03,
-1.55060e-03,-4.00e-03,
-1.55040e-03,-4.00e-03,
-1.55020e-03,-5.60e-03,
-1.55000e-03,-5.60e-03,
-1.54980e-03,-4.00e-03,
-1.54960e-03,-4.00e-03,
-1.54940e-03,-4.00e-03,
-1.54920e-03,-4.80e-03,
-1.54900e-03,-4.80e-03,
-1.54880e-03,-4.80e-03,
-1.54860e-03,-4.80e-03,
-1.54840e-03,-4.80e-03,
-1.54820e-03,-4.00e-03,
-1.54800e-03,-4.80e-03,
-1.54780e-03,-5.60e-03,
-1.54760e-03,-1.60e-03,
-1.54740e-03,-1.20e-02,
-1.54720e-03,-8.80e-03,
-1.54700e-03,-7.20e-03,
-1.54680e-03,-8.00e-03,
-1.54660e-03,-6.40e-03,
-1.54640e-03,-4.80e-03,
-1.54620e-03,-8.00e-03,
-1.54600e-03,-6.40e-03,
-1.54580e-03,-4.80e-03,
-1.54560e-03,-4.80e-03,
-1.54540e-03,-5.60e-03,
-1.54520e-03,-4.80e-03,
-1.54500e-03,-6.40e-03,
-1.54480e-03,-4.00e-03,
-1.54460e-03,-3.20e-03,
-1.54440e-03,-4.80e-03,
-1.54420e-03,-4.80e-03,
-1.54400e-03,-4.80e-03,
-1.54380e-03,-4.00e-03,
-1.54360e-03,-4.80e-03,
-1.54340e-03,-6.40e-03,
-1.54320e-03,-4.80e-03,
-1.54300e-03,-4.80e-03,
-1.54280e-03,-4.80e-03,
-1.54260e-03,-4.80e-03,
-1.54240e-03,-3.20e-03,
-1.54220e-03,-4.00e-03,
-1.54200e-03,-1.60e-03,
-1.54180e-03,-1.60e-03,
-1.54160e-03,8.00e-04,
-1.54140e-03,-1.60e-03,
-1.54120e-03,-1.60e-03,
-1.54100e-03,-4.80e-03,
-1.54080e-03,-4.80e-03,
-1.54060e-03,-6.40e-03,
-1.54040e-03,-7.20e-03,
-1.54020e-03,-8.00e-03,
-1.54000e-03,-1.04e-02,
-1.53980e-03,-1.12e-02,
-1.53960e-03,-9.60e-03,
-1.53940e-03,-1.04e-02,
-1.53920e-03,-9.60e-03,
-1.53900e-03,-9.60e-03,
-1.53880e-03,-9.60e-03,
-1.53860e-03,-9.60e-03,
-1.53840e-03,-6.40e-03,
-1.53820e-03,-4.80e-03,
-1.53800e-03,-4.80e-03,
-1.53780e-03,-7.20e-03,
-1.53760e-03,-5.60e-03,
-1.53740e-03,-4.80e-03,
-1.53720e-03,-4.80e-03,
-1.53700e-03,-5.60e-03,
-1.53680e-03,-5.60e-03,
-1.53660e-03,-6.40e-03,
-1.53640e-03,-6.40e-03,
-1.53620e-03,-6.40e-03,
-1.53600e-03,-6.40e-03,
-1.53580e-03,-6.40e-03,
-1.53560e-03,-7.20e-03,
-1.53540e-03,-7.20e-03,
-1.53520e-03,-8.00e-03,
-1.53500e-03,-8.00e-03,
-1.53480e-03,-6.40e-03,
-1.53460e-03,-6.40e-03,
-1.53440e-03,-7.20e-03,
-1.53420e-03,-7.20e-03,
-1.53400e-03,-7.20e-03,
-1.53380e-03,-7.20e-03,
-1.53360e-03,-8.00e-03,
-1.53340e-03,-8.00e-03,
-1.53320e-03,-9.60e-03,
-1.53300e-03,-1.12e-02,
-1.53280e-03,-9.60e-03,
-1.53260e-03,-9.60e-03,
-1.53240e-03,-1.04e-02,
-1.53220e-03,-9.60e-03,
-1.53200e-03,-1.04e-02,
-1.53180e-03,-1.04e-02,
-1.53160e-03,-1.12e-02,
-1.53140e-03,-1.60e-02,
-1.53120e-03,-1.12e-02,
-1.53100e-03,-1.36e-02,
-1.53080e-03,-1.28e-02,
-1.53060e-03,-1.04e-02,
-1.53040e-03,-8.80e-03,
-1.53020e-03,-9.60e-03,
-1.53000e-03,-9.60e-03,
-1.52980e-03,-1.04e-02,
-1.52960e-03,-1.12e-02,
-1.52940e-03,-9.60e-03,
-1.52920e-03,-9.60e-03,
-1.52900e-03,-1.04e-02,
-1.52880e-03,-1.04e-02,
-1.52860e-03,-9.60e-03,
-1.52840e-03,-1.12e-02,
-1.52820e-03,-1.12e-02,
-1.52800e-03,-1.52e-02,
-1.52780e-03,-4.80e-03,
-1.52760e-03,-8.00e-03,
-1.52740e-03,-1.20e-02,
-1.52720e-03,-9.60e-03,
-1.52700e-03,-1.04e-02,
-1.52680e-03,-1.12e-02,
-1.52660e-03,-9.60e-03,
-1.52640e-03,-1.12e-02,
-1.52620e-03,-1.12e-02,
-1.52600e-03,-1.20e-02,
-1.52580e-03,-9.60e-03,
-1.52560e-03,-1.12e-02,
-1.52540e-03,-1.12e-02,
-1.52520e-03,-1.12e-02,
-1.52500e-03,-1.04e-02,
-1.52480e-03,-1.04e-02,
-1.52460e-03,-1.04e-02,
-1.52440e-03,-1.12e-02,
-1.52420e-03,-1.04e-02,
-1.52400e-03,-1.52e-02,
-1.52380e-03,-1.44e-02,
-1.52360e-03,-1.04e-02,
-1.52340e-03,-1.04e-02,
-1.52320e-03,-9.60e-03,
-1.52300e-03,-1.12e-02,
-1.52280e-03,-9.60e-03,
-1.52260e-03,-1.12e-02,
-1.52240e-03,-1.12e-02,
-1.52220e-03,-8.80e-03,
-1.52200e-03,-9.60e-03,
-1.52180e-03,-1.12e-02,
-1.52160e-03,-1.04e-02,
-1.52140e-03,-8.00e-03,
-1.52120e-03,-1.04e-02,
-1.52100e-03,-1.20e-02,
-1.52080e-03,-8.00e-03,
-1.52060e-03,-1.12e-02,
-1.52040e-03,-1.20e-02,
-1.52020e-03,-1.04e-02,
-1.52000e-03,-1.28e-02,
-1.51980e-03,-1.36e-02,
-1.51960e-03,-1.20e-02,
-1.51940e-03,-1.12e-02,
-1.51920e-03,-1.28e-02,
-1.51900e-03,-1.12e-02,
-1.51880e-03,-1.12e-02,
-1.51860e-03,-1.20e-02,
-1.51840e-03,-1.12e-02,
-1.51820e-03,-1.12e-02,
-1.51800e-03,-1.28e-02,
-1.51780e-03,-1.28e-02,
-1.51760e-03,-1.20e-02,
-1.51740e-03,-1.20e-02,
-1.51720e-03,-1.12e-02,
-1.51700e-03,-1.12e-02,
-1.51680e-03,-1.28e-02,
-1.51660e-03,-1.12e-02,
-1.51640e-03,-1.20e-02,
-1.51620e-03,-1.12e-02,
-1.51600e-03,-9.60e-03,
-1.51580e-03,-1.04e-02,
-1.51560e-03,-1.12e-02,
-1.51540e-03,-1.28e-02,
-1.51520e-03,-1.20e-02,
-1.51500e-03,-1.20e-02,
-1.51480e-03,-1.28e-02,
-1.51460e-03,-1.20e-02,
-1.51440e-03,-1.20e-02,
-1.51420e-03,-1.28e-02,
-1.51400e-03,-1.28e-02,
-1.51380e-03,-1.28e-02,
-1.51360e-03,-1.12e-02,
-1.51340e-03,-1.20e-02,
-1.51320e-03,-1.20e-02,
-1.51300e-03,-1.20e-02,
-1.51280e-03,-1.12e-02,
-1.51260e-03,-1.12e-02,
-1.51240e-03,-1.12e-02,
-1.51220e-03,-1.12e-02,
-1.51200e-03,-1.12e-02,
-1.51180e-03,-1.12e-02,
-1.51160e-03,-1.28e-02,
-1.51140e-03,-1.12e-02,
-1.51120e-03,-1.12e-02,
-1.51100e-03,-1.12e-02,
-1.51080e-03,-1.12e-02,
-1.51060e-03,-1.12e-02,
-1.51040e-03,-1.12e-02,
-1.51020e-03,-1.12e-02,
-1.51000e-03,-1.12e-02,
-1.50980e-03,-1.12e-02,
-1.50960e-03,-1.20e-02,
-1.50940e-03,-1.20e-02,
-1.50920e-03,-1.04e-02,
-1.50900e-03,-1.04e-02,
-1.50880e-03,-1.12e-02,
-1.50860e-03,-1.12e-02,
-1.50840e-03,-1.12e-02,
-1.50820e-03,-1.12e-02,
-1.50800e-03,-1.20e-02,
-1.50780e-03,-1.04e-02,
-1.50760e-03,-1.20e-02,
-1.50740e-03,-1.28e-02,
-1.50720e-03,-1.20e-02,
-1.50700e-03,-1.12e-02,
-1.50680e-03,-1.28e-02,
-1.50660e-03,-1.20e-02,
-1.50640e-03,-1.12e-02,
-1.50620e-03,-1.20e-02,
-1.50600e-03,-1.12e-02,
-1.50580e-03,-1.12e-02,
-1.50560e-03,-1.28e-02,
-1.50540e-03,-1.20e-02,
-1.50520e-03,-1.36e-02,
-1.50500e-03,-1.28e-02,
-1.50480e-03,-1.44e-02,
-1.50460e-03,-1.28e-02,
-1.50440e-03,-1.12e-02,
-1.50420e-03,-1.44e-02,
-1.50400e-03,-1.44e-02,
-1.50380e-03,-1.12e-02,
-1.50360e-03,-1.12e-02,
-1.50340e-03,-1.28e-02,
-1.50320e-03,-1.36e-02,
-1.50300e-03,-1.28e-02,
-1.50280e-03,-1.36e-02,
-1.50260e-03,-1.36e-02,
-1.50240e-03,-1.28e-02,
-1.50220e-03,-1.36e-02,
-1.50200e-03,-1.28e-02,
-1.50180e-03,-1.44e-02,
-1.50160e-03,-1.36e-02,
-1.50140e-03,-1.36e-02,
-1.50120e-03,-1.44e-02,
-1.50100e-03,-1.44e-02,
-1.50080e-03,-1.44e-02,
-1.50060e-03,-1.36e-02,
-1.50040e-03,-1.52e-02,
-1.50020e-03,-1.60e-02,
-1.50000e-03,-1.44e-02,
-1.49980e-03,-7.20e-03,
-1.49960e-03,-2.24e-02,
-1.49940e-03,-1.92e-02,
-1.49920e-03,-1.20e-02,
-1.49900e-03,-1.68e-02,
-1.49880e-03,-1.36e-02,
-1.49860e-03,-1.44e-02,
-1.49840e-03,-1.76e-02,
-1.49820e-03,-1.44e-02,
-1.49800e-03,-1.20e-02,
-1.49780e-03,-1.44e-02,
-1.49760e-03,-1.52e-02,
-1.49740e-03,-1.44e-02,
-1.49720e-03,-1.52e-02,
-1.49700e-03,-1.36e-02,
-1.49680e-03,-1.44e-02,
-1.49660e-03,-1.28e-02,
-1.49640e-03,-1.44e-02,
-1.49620e-03,-1.44e-02,
-1.49600e-03,-1.44e-02,
-1.49580e-03,-1.28e-02,
-1.49560e-03,-1.36e-02,
-1.49540e-03,-1.44e-02,
-1.49520e-03,-1.44e-02,
-1.49500e-03,-1.44e-02,
-1.49480e-03,-1.36e-02,
-1.49460e-03,-1.44e-02,
-1.49440e-03,-1.44e-02,
-1.49420e-03,-1.60e-02,
-1.49400e-03,-1.44e-02,
-1.49380e-03,-1.44e-02,
-1.49360e-03,-1.44e-02,
-1.49340e-03,-1.44e-02,
-1.49320e-03,-1.44e-02,
-1.49300e-03,-1.44e-02,
-1.49280e-03,-1.44e-02,
-1.49260e-03,-1.44e-02,
-1.49240e-03,-1.44e-02,
-1.49220e-03,-1.36e-02,
-1.49200e-03,-1.36e-02,
-1.49180e-03,-1.44e-02,
-1.49160e-03,-1.36e-02,
-1.49140e-03,-1.36e-02,
-1.49120e-03,-1.44e-02,
-1.49100e-03,-1.28e-02,
-1.49080e-03,-1.44e-02,
-1.49060e-03,-1.36e-02,
-1.49040e-03,-1.44e-02,
-1.49020e-03,-1.36e-02,
-1.49000e-03,-1.28e-02,
-1.48980e-03,-1.28e-02,
-1.48960e-03,-1.36e-02,
-1.48940e-03,-1.20e-02,
-1.48920e-03,-1.28e-02,
-1.48900e-03,-1.28e-02,
-1.48880e-03,-1.28e-02,
-1.48860e-03,-1.36e-02,
-1.48840e-03,-1.36e-02,
-1.48820e-03,-1.28e-02,
-1.48800e-03,-1.44e-02,
-1.48780e-03,-1.44e-02,
-1.48760e-03,-1.44e-02,
-1.48740e-03,-1.28e-02,
-1.48720e-03,-1.44e-02,
-1.48700e-03,-1.28e-02,
-1.48680e-03,-1.44e-02,
-1.48660e-03,-1.44e-02,
-1.48640e-03,-1.36e-02,
-1.48620e-03,-1.28e-02,
-1.48600e-03,-1.36e-02,
-1.48580e-03,-1.28e-02,
-1.48560e-03,-1.28e-02,
-1.48540e-03,-1.28e-02,
-1.48520e-03,-1.36e-02,
-1.48500e-03,-1.28e-02,
-1.48480e-03,-1.60e-02,
-1.48460e-03,-1.28e-02,
-1.48440e-03,-1.36e-02,
-1.48420e-03,-1.20e-02,
-1.48400e-03,-1.36e-02,
-1.48380e-03,-1.44e-02,
-1.48360e-03,-1.60e-02,
-1.48340e-03,-1.44e-02,
-1.48320e-03,-1.36e-02,
-1.48300e-03,-1.44e-02,
-1.48280e-03,-1.44e-02,
-1.48260e-03,-1.44e-02,
-1.48240e-03,-1.36e-02,
-1.48220e-03,-1.44e-02,
-1.48200e-03,-9.60e-03,
-1.48180e-03,-1.12e-02,
-1.48160e-03,-1.44e-02,
-1.48140e-03,-1.36e-02,
-1.48120e-03,-1.44e-02,
-1.48100e-03,-1.44e-02,
-1.48080e-03,-1.28e-02,
-1.48060e-03,-1.44e-02,
-1.48040e-03,-1.44e-02,
-1.48020e-03,-1.36e-02,
-1.48000e-03,-1.28e-02,
-1.47980e-03,-1.28e-02,
-1.47960e-03,-1.28e-02,
-1.47940e-03,-1.28e-02,
-1.47920e-03,-1.28e-02,
