0	-0.250244
0.000004	-0.289307
0.000008	-0.302429
0.000012	-0.270691
0.000016	-0.229187
0.00002	-0.21698
0.000024	-0.229798
0.000028	-0.263977
0.000032	-0.316162
0.000036	-0.367737
0.00004	-0.396118
0.000044	-0.358277
0.000048	-0.275269
0.000052	-0.204163
0.000056	-0.206604
0.00006	-0.270081
0.000064	-0.302124
0.000068	-0.280152
0.000072	-0.239563
0.000076	-0.242615
0.00008	-0.261841
0.000084	-0.270996
0.000088	-0.260925
0.000092	-0.252686
0.000096	-0.263367
0.0001	-0.281983
0.000104	-0.275269
0.000108	-0.253906
0.000112	-0.254212
0.000116	-0.264282
0.00012	-0.273133
0.000124	-0.262451
0.000128	-0.275269
0.000132	-0.278626
0.000136	-0.285034
0.00014	-0.289307
0.000144	-0.271912
0.000148	-0.279541
0.000152	-0.286255
0.000156	-0.257569
0.00016	-0.215759
0.000164	-0.221558
0.000168	-0.303955
0.000172	-0.382386
0.000176	-0.380554
0.00018	-0.286255
0.000184	-0.20874
0.000188	-0.210266
0.000192	-0.274353
0.000196	-0.322266
0.0002	-0.325623
0.000204	-0.301514
0.000208	-0.255432
0.000212	-0.201111
0.000216	-0.185547
0.00022	-0.237122
0.000224	-0.310974
0.000228	-0.327149
0.000232	-0.266113
0.000236	-0.212097
0.00024	-0.213623
0.000244	-0.257569
0.000248	-0.279541
0.000252	-0.244751
0.000256	-0.215454
0.00026	-0.225525
0.000264	-0.284424
0.000268	-0.34607
0.000272	-0.351258
0.000276	-0.310059
0.00028	-0.25116
0.000284	-0.210266
0.000288	-0.198059
0.000292	-0.211487
0.000296	-0.248718
0.0003	-0.301209
0.000304	-0.322571
0.000308	-0.291443
0.000312	-0.236817
0.000316	-0.190735
0.00032	-0.191345
0.000324	-0.250855
0.000328	-0.305786
0.000332	-0.313721
0.000336	-0.307617
0.00034	-0.309143
0.000344	-0.322266
0.000348	-0.307923
0.000352	-0.265198
0.000356	-0.232544
0.00036	-0.22461
0.000364	-0.287171
0.000368	-0.330506
0.000372	-0.324707
